review_score,review_content
4.5,put forth lot differ even contradictori idea violenc war duti famili much complex probabl think
4,onc director clint eastwood lurk background spring stunningli atmospher thriller audienc least expect
3,eastwood infecti sympathi kyle ea actor action ultim triumph film lack engag either marit wider polit issu
3,matter well made compel eastwood film produc someth thi incuri troubl real life subject promot hi legend littl jingoist hagiographi best disingenu distast
4,hard pound compassion entir captiv offer insight peek insid pressur cooker american servic member oper
2,simplist pander tribut american militari peopl give themselv blindli aim audienc prize patriot drama
3,bradley cooper make thi movi worth watch also deadlift like champ
4,power stori detail heavi person ramif come legend war clint eastwood straight shoot masculin direct captur total soldier experi without ani filter pretenc agenda
5,unlik ani war movi seen recent memori
4,american sniper may strongest biopic genr par acclaim militari action thriller like black hawk hurt locker
1.5,call neo western fair wa last western made indian bad apach
3.5,whole movi depend accept kyle true american hero eastwood sell dollop ice cream appl pie thank cooper natur charisma
3,get sen real kyle wa much interest figur one portray
2,director clint eastwood continu hi quiet critiqu moviego deep delight cinemat violenc
4,great movi eastwood miss dig realli deep psycholog ptsd shell shock veteran view consum fun base somewhat shallow u societi
2,may admir eastwood de dramatis materi make thi huge disappoint film ani easier sit
4,first must see film 2015 remark achiev
4,american sniper typic thought unflashi clint eastwood product respect kyle achiev question price pay
3,eastwood still make great film 84 year old recent resum includ histor treat changel jersey boy invictu unfortun thi one hi finest moment
4,confid yet thought perform bulk bradley cooper solid centr director clint eastwood absorbingli matter fact biopic lethal sniper u militari histori
4,ultim action inflect charact studi rather weighti commentari iraqi conflict eastwood creat incred vivid sweat induc situat captur uncertainti confus conflict
3,entertain ten thrill american sniper devolv glorif sugarco truth creativ chang detail assur see hero chri kyle wa without much darker anti hero also wa
2.5,care find tough reconcil kyle movi realiti find familiar occasion move ultim directionless peek crosshair person cost war
3,eastwood ha strip thing back observ action american eye onli focu blinker titular killer
2,bleed red white blue worst way american war film move past thi jingoism
3,one clint eastwood best film thi biopic chri kyle texan rodeo rider becam navi seal sniper credit 160 kill duti iraq
5,matur film toll war take warrior see regardless polit
2.5,biopic dishonest attempt make subject introspect like wa real life
2.5,biopic polit deceit eulog far complic man
3.5,film ani fair measur battl hymn call arm hurt locker film intent engend respect fight justifi reason fight american sniper pro warrior pro war
2.5,film seem heart right place certainli botch deliveri otherwis quit worthi messag
5,featur amaz perform bradley cooper american sniper clint eastwood return import filmmak
3.5,heartbreak brave
3.5,aim entertain well someth even deeper hit mark
3.5,feel kyle detach disorient cooper excel becaus eastwood work hi long time collabor punish u best action scene hi career
2,cooper look part bulk anyth bland charact script ha given
4,seen befor eastwood good make seem raw person larg care take build charact situat test
4,cooper perform total precis gradat eastwood chosen show kyle charact person diseas perfectli grade exactli man chri kyle wa indel movi charact
4,eastwood leav lot tabl big difficult question come bomb start explod thi movi lock purpos
4.5,surpris rather uncrit testament might arm forc eastwood deliv thi complex conflict profoundli move look militari machin toll take soldier
4,american sniper depict event saw kyle rever hero among hi militari colleagu film cooper perform challeng word may mean
2,clint eastwood american sniper often lazi somewhat hazi propaganda film american heroism hell iraq war
4,clint eastwood offer power low key portrait man accent non obtrus score leav whether judg kyle simpli recogn member famili veri difficult job
3,thi film zen balanc emot weight combat movi would make genr master sam fuller proud
3.5,cooper breath life figur might wrong hand deifi kind neo con god instead troubl vulner albeit deadli human
3,rousingli done 132 minut unnecessarili long
4,thi film demand seen right spark debat tell full stori
3,bradley cooper noth short perfect
3.5,american sniper hard hit doubt predominantli perform orient film cooper shine clint eastwood classic expect though
2.5,cooper miller script lack courag let
2,eastwood disconnect direct mean spend entir movi man stasi kyle either hide behind scope rifl sit veri still drink insens
4,appeas hope psychoanalysi man eastwood film make ten compel view
4,hardli recogn cooper muscular physiqu beard kind swagger
3.5,cooper veri good film bulk built fat statu mostli nail kyle southern lilt sell inner turmoil famili left behind
3,well made briskli edit american sniper decent veri watchabl action film appear absolut noth say polit behind soldier
4,kyle kill two men civilian hi massiv colt 44 magnum dirti harri gun direct american sniper dirti harri terribl iron
5,american sniper one best film 2014 truli power look man whether believ legendari hero wa task incred hardship rough decis battlefield
2,american sniper ha succeed set provok hyster reaction right wing american viewer feel crush indiffer everybodi el
2,dreari teari eye salut american flag
2.5,clint eastwood sturdi yet simplist american sniper realli probe depth navi seal reportedli kill 160 enemi iraq
4,american son eye open film ought make audienc think view
2,appear fourth charact add much need momentum anoth layer discus race come late
1,deafen misfir like unbear unwatch daytim tv soap fill aw self consciou hammi parod emot pointless shout act
3,kerri washington forc natur full review spanish
4,kenni leon american son get real societ construct implicit racial bia
4,american son film leav parent question effect also uncontrol urg find teenag right
2,stage adapt superfici grappl complex issu
4.5,one wildli origin dryli comic smartli structur film ever creat
4,part biopic part documentari part comic book adapt film hybrid film unlik ani
5,american splendor brilliantli uniqu superbl act delici decept simplic
4.5,hilari moodi cantanker
3.5,giamatti look noth like pekar either person hi variou cartoon gui warmli sympathet perform bring charact grubbi soul life
3,pekar autobiograph chronicl day day banal rich dingi tapestri ordinari life infinit home peculiar filmmak sheri springer berman robert pulcini bring uniqu eccentr life
4.5,onli origin wonder even splendifer quit un american film go
4,quirki kilter look life work cult comic author harvey pekar snappi tale low cultur pop art
4.5,manag captur feel comic book without let use innov frame devic cut anim destruct proverbi 4th wall overpow rest film
3,harvey understand grim depress given hi bleak circumst simpli fascin guy filmmak would believ creativ devic world convinc
